U,V,Y,d,Time,time,latitude,longitude,number,step,isobaricInhPa,valid_time,r,temperature,u,v,speed,direction,system_torque_knm,generator_speed_rpm,degradation,cycle_factor
0.011545499,8.296092232,28.63073851,0.000299854,06/04/2023 22:00,03/04/2024 11:00,37.0,4.75,0,0 days,975,03/04/2024 11:00,47.010056,287.9513,5.6972504,-1.1631775,5.814778071,168.4608095,227.45947988131715,602.6696736489146,1.0,41.26660650909937
0.024654435,8.264386272,13.50365265,0.000294132,06/04/2023 23:00,03/04/2024 11:00,37.0,5.0,0,0 days,975,03/04/2024 11:00,47.627243,287.97083,5.6904144,-2.4844666,6.209137648,156.4136505,259.3584064655233,643.5428685485114,1.0,41.26660650909937
0.028104394,7.280665613,13.10366552,0.000293598,07/04/2023 00:00,03/04/2024 11:00,36.75,4.5,0,0 days,975,03/04/2024 11:00,49.084274,289.66028,3.1415863,-0.77352905,3.235415224,166.1676434,70.42028903027924,335.3329419096768,1.0,41.26660650909937
0.026193788,7.617599199,14.0606503,0.000302114,07/04/2023 01:00,03/04/2024 11:00,36.75,4.75,0,0 days,975,03/04/2024 11:00,47.01396,290.29504,2.7187347,-1.2862244,3.007638871,154.6813236,60.85400023579833,311.72517926505407,1.0,41.26660650909937
0.092007761,6.850489066,3.745907235,0.000295105,07/04/2023 02:00,03/04/2024 11:00,36.75,5.0,0,0 days,975,03/04/2024 11:00,52.32646,289.87317,2.2118988,-2.5987244,3.412603817,130.4026975,78.34467767420215,353.6975621826533,1.0,41.26660650909937
0.007318158,7.063328302,47.47408606,0.000305199,07/04/2023 03:00,03/04/2024 11:00,36.5,4.5,0,0 days,975,03/04/2024 11:00,42.38896,292.463,0.8183441,-1.5791931,1.778633721,117.3933691,0.0,0.0,1.0,41.26660650909937
0.022803542,7.569987427,15.49612908,0.000306306,07/04/2023 04:00,03/04/2024 11:00,36.5,4.75,0,0 days,975,03/04/2024 11:00,40.209274,293.17004,0.40135193,-1.6319275,1.680556675,103.8169549,0.0,0.0,1.0,41.26660650909937
0.055373505,7.03973466,6.338927533,0.000299918,07/04/2023 05:00,03/04/2024 11:00,36.5,5.0,0,0 days,975,03/04/2024 11:00,47.99443,292.48254,-0.14356995,-2.3145447,2.318993208,86.45052166,0.0,0.0,1.0,41.26660650909937
0.103953503,7.584493717,2.900037806,0.000298869,07/04/2023 06:00,03/04/2024 11:00,36.25,4.5,0,0 days,975,03/04/2024 11:00,33.92021,294.2638,0.7304535,-1.445404,1.619492216,116.8103389,0.0,0.0,1.0,41.26660650909937
0.079387496,43.3663372,3.39454791,-3.45e-06,07/04/2023 07:00,03/04/2024 11:00,36.25,4.75,0,0 days,975,03/04/2024 11:00,32.58818,294.62317,0.87693787,-1.5977478,1.822585543,118.7605673,0.0,0.0,1.0,41.26660650909937
0.031581629,42.50784796,8.766550608,-5.44e-07,07/04/2023 08:00,03/04/2024 11:00,36.25,5.0,0,0 days,975,03/04/2024 11:00,34.978806,294.3927,0.6728363,-1.7471619,1.872240207,111.0618168,0.0,0.0,1.0,41.26660650909937
0.133975349,32.81806775,1.220147001,2.44e-07,07/04/2023 09:00,03/04/2024 11:00,36.0,4.5,0,0 days,975,03/04/2024 11:00,31.1624,294.99817,0.4492035,-0.6475525,0.78810407,124.748826,0.0,0.0,1.0,41.26660650909937
0.049477546,30.62274401,5.772263341,-1.09e-05,07/04/2023 10:00,03/04/2024 11:00,36.0,4.75,0,0 days,975,03/04/2024 11:00,33.111618,294.93567,0.7665863,-1.0215759,1.277212541,126.8844099,0.0,0.0,1.0,41.26660650909937
0.029302045,30.80834391,7.889743034,9.73e-05,07/04/2023 11:00,03/04/2024 11:00,36.0,5.0,0,0 days,975,03/04/2024 11:00,34.02568,294.88684,0.8027191,-1.039154,1.313087579,127.6851413,0.0,0.0,1.0,41.26660650909937
0.349931345,33.70976262,1.49921519,9.77e-05,07/04/2023 12:00,03/04/2024 11:00,35.75,4.5,0,0 days,975,03/04/2024 11:00,30.24443,294.35754,-0.59376526,0.8661194,1.050104756,304.4324561,0.0,0.0,1.0,41.26660650909937
0.276731476,24.47478792,0.343158207,9.31e-05,07/04/2023 13:00,03/04/2024 11:00,35.75,4.75,0,0 days,975,03/04/2024 11:00,32.467087,294.2306,-0.2490387,1.1424866,1.169314288,282.2969521,0.0,0.0,1.0,41.26660650909937
0.133913611,22.25442994,2.928989806,0.000102957,07/04/2023 14:00,03/04/2024 11:00,35.75,5.0,0,0 days,975,03/04/2024 11:00,34.385056,294.07825,0.1337738,1.3163147,1.323094788,264.197095,0.0,0.0,1.0,41.26660650909937
0.300716726,17.61024307,0.925828157,9.93e-05,07/04/2023 15:00,03/04/2024 11:00,35.5,4.5,0,0 days,975,03/04/2024 11:00,31.924118,293.62903,-1.7656403,0.80752563,1.941541478,335.4227432,0.0,0.0,1.0,41.26660650909937
0.062910641,17.49048296,4.377100633,0.000104572,07/04/2023 16:00,03/04/2024 11:00,35.5,4.75,0,0 days,975,03/04/2024 11:00,33.35771,293.31653,-1.5136871,2.2245178,2.69067428,304.2335749,0.0,0.0,1.0,41.26660650909937
0.015222702,17.61086253,23.48310444,9.9e-05,07/04/2023 17:00,03/04/2024 11:00,35.5,5.0,0,0 days,975,03/04/2024 11:00,34.533493,293.00403,-0.9082184,2.900299,3.03917669,287.3877632,62.13691006856072,314.99390025845327,1.0,41.26660650909937
0.062661212,17.6099653,5.609475693,9.41e-05,07/04/2023 18:00,03/04/2024 11:00,35.25,4.5,0,0 days,975,03/04/2024 11:00,31.459274,294.22668,-1.6865387,-0.075286865,1.688218262,2.555979156,0.0,0.0,1.0,41.26660650909937
0.025962057,17.32646049,10.44621223,0.000101083,07/04/2023 19:00,03/04/2024 11:00,35.25,4.75,0,0 days,975,03/04/2024 11:00,34.353806,293.25208,-1.8994293,2.0086975,2.764542876,313.3984716,0.0,0.0,1.0,41.26660650909937
0.025344253,16.77882212,18.44390281,9.75e-05,07/04/2023 20:00,03/04/2024 11:00,35.25,5.0,0,0 days,975,03/04/2024 11:00,35.19365,292.65833,-1.5732574,2.9100647,3.308113572,298.3968202,73.62046834424774,342.86772468288194,1.0,41.26660650909937
0.138054559,16.27176547,2.000096131,0.0001027,07/04/2023 21:00,03/04/2024 11:00,35.0,4.5,0,0 days,975,03/04/2024 11:00,31.68193,294.68372,-1.0468903,0.8475647,1.346976325,321.0062924,0.0,0.0,1.0,41.26660650909937
0.140963566,14.93711917,2.077912017,0.00010135,07/04/2023 22:00,03/04/2024 11:00,35.0,4.75,0,0 days,975,03/04/2024 11:00,35.271774,293.16223,-1.6709137,2.5907288,3.082827972,302.8203546,63.93465643799669,319.5181149415093,1.0,41.26660650909937
0.136111576,14.17282695,3.098511727,9.73e-05,07/04/2023 23:00,03/04/2024 11:00,35.0,5.0,0,0 days,975,03/04/2024 11:00,35.42021,292.52942,-1.6875153,2.9842834,3.428360439,299.4867488,79.06981156381309,355.3306491837122,1.0,41.26660650909937
0.064038549,13.43272046,5.733098535,0.00010106,08/04/2023 00:00,03/04/2024 11:00,34.75,4.5,0,0 days,975,03/04/2024 11:00,34.45146,293.97083,-1.3750153,2.219635,2.611024054,301.7773086,0.0,0.0,1.0,41.26660650909937
0.124799129,12.72657162,2.821323597,0.000107129,08/04/2023 01:00,03/04/2024 11:00,34.75,4.75,0,0 days,975,03/04/2024 11:00,37.27568,292.7599,-1.9082184,2.717682,3.320706689,305.0745834,74.18204266709856,344.17293181795856,1.0,41.26660650909937
0.072139491,12.42799048,6.510550656,9.69e-05,08/04/2023 02:00,03/04/2024 11:00,34.75,5.0,0,0 days,975,03/04/2024 11:00,36.959274,292.30286,-1.9511871,2.4413147,3.125243761,308.6331141,65.70607838842128,323.91427742744884,1.0,41.26660650909937
0.023382761,7.31463998,16.18616293,0.00030185,08/04/2023 03:00,03/04/2024 11:00,34.5,4.5,0,0 days,975,03/04/2024 11:00,35.4749,293.2423,-2.1738434,2.1385803,3.049445987,315.4685026,62.55753744696251,316.0582562687907,1.0,41.26660650909937
0.055095442,7.798314657,5.038014942,0.000301898,08/04/2023 04:00,03/04/2024 11:00,34.5,4.75,0,0 days,975,03/04/2024 11:00,36.55693,292.96887,-2.42482,1.7567444,2.994311761,324.0772544,0.0,0.0,1.0,41.26660650909937
0.104615368,6.96271867,4.117669145,0.000298072,08/04/2023 05:00,03/04/2024 11:00,34.5,5.0,0,0 days,975,03/04/2024 11:00,36.38896,292.49622,-2.4677887,1.4549866,2.864780458,329.476771,0.0,0.0,1.0,41.26660650909937
0.103302501,6.763613898,2.660195657,0.000294113,08/04/2023 06:00,03/04/2024 11:00,34.25,4.5,0,0 days,975,03/04/2024 11:00,34.603806,293.3849,-2.6396637,1.0975647,2.8587537,337.422597,0.0,0.0,1.0,41.26660650909937
0.094721894,6.201601837,3.848951698,0.000302323,08/04/2023 07:00,03/04/2024 11:00,34.25,4.75,0,0 days,975,03/04/2024 11:00,35.76396,293.6173,-2.7656403,0.7645569,2.86937511,344.5466236,0.0,0.0,1.0,41.26660650909937
-0.001615639,7.052200022,127.9266295,0.000302655,08/04/2023 08:00,03/04/2024 11:00,34.25,5.0,0,0 days,975,03/04/2024 11:00,36.76396,292.97864,-2.886734,0.688385,2.967677054,346.5874551,0.0,0.0,1.0,41.26660650909937
0.127295505,6.832207883,3.027524204,0.000300193,08/04/2023 09:00,03/04/2024 11:00,34.0,4.5,0,0 days,975,03/04/2024 11:00,32.885056,293.80676,-2.5390778,0.42276,2.574032263,350.5468914,0.0,0.0,1.0,41.26660650909937
0.12029995,5.556500266,3.152637604,0.000298843,08/04/2023 10:00,03/04/2024 11:00,34.0,4.75,0,0 days,975,03/04/2024 11:00,34.00615,293.87317,-2.6181793,0.29971313,2.635278127,353.4695567,0.0,0.0,1.0,41.26660650909937
0.004377473,5.856070069,55.32413466,0.000306303,08/04/2023 11:00,03/04/2024 11:00,34.0,5.0,0,0 days,975,03/04/2024 11:00,35.521774,293.3556,-2.7070465,0.11904907,2.709662974,357.4818988,0.0,0.0,1.0,41.26660650909937
0.14969112,5.557126025,2.061223927,0.000298706,08/04/2023 12:00,03/04/2024 12:00,37.0,4.5,0,0 days,975,03/04/2024 12:00,41.836304,288.21765,4.7942505,-0.3014984,4.803721385,176.4015508,155.23633279992447,497.8792249330973,1.0,41.26660650909937
0.082857277,6.627222015,3.549608562,0.0003011,08/04/2023 13:00,03/04/2024 12:00,37.0,4.75,0,0 days,975,03/04/2024 12:00,41.269897,288.38757,4.7610474,-1.0231781,4.869750073,167.8712626,159.53320834923593,504.7227342260446,1.0,41.26660650909937
0.037210743,6.185962251,10.20591865,0.00029857,08/04/2023 14:00,03/04/2024 12:00,37.0,5.0,0,0 days,975,03/04/2024 12:00,41.586304,288.32507,4.541321,-2.0554047,4.984805403,155.648463,167.16069641014593,516.6475845972237,1.0,41.26660650909937
0.020114523,5.844860881,15.73801772,0.000297242,08/04/2023 15:00,03/04/2024 12:00,36.75,4.5,0,0 days,975,03/04/2024 12:00,47.168335,290.1903,2.7503052,-1.0446625,2.942022847,159.2014645,0.0,0.0,1.0,41.26660650909937
0.10833349,6.341480143,2.365866294,0.000406967,08/04/2023 16:00,03/04/2024 12:00,36.75,4.75,0,0 days,975,03/04/2024 12:00,45.398804,290.68835,2.1184692,-1.3942719,2.536120242,146.64906,0.0,0.0,1.0,41.26660650909937
0.113497475,6.408067845,3.162155594,0.000398644,08/04/2023 17:00,03/04/2024 12:00,36.75,5.0,0,0 days,975,03/04/2024 12:00,52.000366,290.0653,1.3440552,-2.491928,2.831287611,118.3408069,0.0,0.0,1.0,41.26660650909937
0.00541526,6.558558534,67.50362029,0.000405085,08/04/2023 18:00,03/04/2024 12:00,36.5,4.5,0,0 days,975,03/04/2024 12:00,41.723022,293.16296,0.7620239,-1.5847015,1.758396789,115.6811672,0.0,0.0,1.0,41.26660650909937
0.046139686,5.818112443,7.473845534,0.000395979,08/04/2023 19:00,03/04/2024 12:00,36.5,4.75,0,0 days,975,03/04/2024 12:00,40.168335,293.71765,0.2210083,-1.5710297,1.586498972,98.00767029,0.0,0.0,1.0,41.26660650909937
0.101007487,5.289359953,2.940101687,0.0003925,08/04/2023 20:00,03/04/2024 12:00,36.5,5.0,0,0 days,975,03/04/2024 12:00,49.801147,292.76843,-0.5211792,-2.2634125,2.322641579,77.03294751,0.0,0.0,1.0,41.26660650909937
0.152232053,4.94251881,2.044892866,0.000400641,08/04/2023 21:00,03/04/2024 12:00,36.25,4.5,0,0 days,975,03/04/2024 12:00,32.629272,295.16492,0.64678955,-1.4059906,1.547626017,114.7035695,0.0,0.0,1.0,41.26660650909937
0.001196825,5.552893241,67.24126069,0.000403937,08/04/2023 22:00,03/04/2024 12:00,36.25,4.75,0,0 days,975,03/04/2024 12:00,31.617554,295.41296,0.6712036,-1.5348969,1.675238122,113.6195453,0.0,0.0,1.0,41.26660650909937
0.15138186,6.0427074,3.878108341,0.000400858,08/04/2023 23:00,03/04/2024 12:00,36.25,5.0,0,0 days,975,03/04/2024 12:00,34.613647,294.9989,0.34503174,-1.677475,1.712591392,101.6227955,0.0,0.0,1.0,41.26660650909937
0.075209721,5.143990616,3.672185129,0.000403997,09/04/2023 00:00,03/04/2024 12:00,36.0,4.5,0,0 days,975,03/04/2024 12:00,28.961304,296.1239,0.5003052,-0.6198578,0.796573277,128.9080052,0.0,0.0,1.0,41.26660650909937
0.048302721,12.03413252,7.242365998,0.000204582,09/04/2023 01:00,03/04/2024 12:00,36.0,4.75,0,0 days,975,03/04/2024 12:00,31.289429,295.96765,0.65753174,-1.0261078,1.218706366,122.6518224,0.0,0.0,1.0,41.26660650909937
0.098312113,11.30530937,2.509681898,0.000197527,09/04/2023 02:00,03/04/2024 12:00,36.0,5.0,0,0 days,975,03/04/2024 12:00,32.469116,295.8368,0.5276489,-1.0671234,1.190447694,116.3105136,0.0,0.0,1.0,41.26660650909937
0.06557987,11.11448665,6.799622917,0.00019291,09/04/2023 03:00,03/04/2024 12:00,35.75,4.5,0,0 days,975,03/04/2024 12:00,27.297241,295.60437,-0.19012451,0.98365784,1.001863302,280.939415,0.0,0.0,1.0,41.26660650909937
0.039046536,11.02802854,10.2188099,0.000200093,09/04/2023 04:00,03/04/2024 12:00,35.75,4.75,0,0 days,975,03/04/2024 12:00,29.441772,295.48718,0.10675049,1.2024078,1.207137185,264.9265479,0.0,0.0,1.0,41.26660650909937
0.021977455,11.52046145,14.35562571,0.000208121,09/04/2023 05:00,03/04/2024 12:00,35.75,5.0,0,0 days,975,03/04/2024 12:00,31.562866,295.32703,0.302063,1.2990875,1.333742999,256.9102146,0.0,0.0,1.0,41.26660650909937
0.080072221,9.892177685,3.224670683,0.000203416,09/04/2023 06:00,03/04/2024 12:00,35.5,4.5,0,0 days,975,03/04/2024 12:00,29.27771,294.73914,-1.2379761,0.70240784,1.423362778,330.4301167,0.0,0.0,1.0,41.26660650909937
0.084993237,10.66328584,3.698753608,0.000205954,09/04/2023 07:00,03/04/2024 12:00,35.5,4.75,0,0 days,975,03/04/2024 12:00,30.242554,294.536,-0.72821045,1.9680328,2.098438363,290.3054548,0.0,0.0,1.0,41.26660650909937
0.120158476,10.46488226,3.13704689,0.000197936,09/04/2023 08:00,03/04/2024 12:00,35.5,5.0,0,0 days,975,03/04/2024 12:00,31.461304,294.26062,-0.105163574,2.6067047,2.608825171,272.3102591,0.0,0.0,1.0,41.26660650909937
0.115265433,9.470389394,3.610623341,0.000203947,09/04/2023 09:00,03/04/2024 12:00,35.25,4.5,0,0 days,975,03/04/2024 12:00,29.047241,295.19226,-1.5397339,-0.6374359,1.666464824,22.48911228,0.0,0.0,1.0,41.26660650909937
0.085069542,8.730616022,4.406257539,0.000198553,09/04/2023 10:00,03/04/2024 12:00,35.25,4.75,0,0 days,975,03/04/2024 12:00,31.234741,294.41296,-1.2233276,1.1594391,1.685476029,316.5358888,0.0,0.0,1.0,41.26660650909937
0.294788635,9.726403628,1.238534095,0.000208803,09/04/2023 11:00,03/04/2024 12:00,35.25,5.0,0,0 days,975,03/04/2024 12:00,32.129272,293.9325,-0.572937,2.1233063,2.199246791,285.1006286,0.0,0.0,1.0,41.26660650909937
0.146671817,7.209902731,2.337628216,0.000200382,09/04/2023 12:00,03/04/2024 12:00,35.0,4.5,0,0 days,975,03/04/2024 12:00,29.191772,295.7157,-1.2711792,0.28248596,1.302188495,347.4711196,0.0,0.0,1.0,41.26660650909937
0.033432709,7.335041023,12.14882056,0.000296415,09/04/2023 13:00,03/04/2024 12:00,35.0,4.75,0,0 days,975,03/04/2024 12:00,32.07849,294.4403,-1.2946167,1.8352203,2.245899808,305.2002333,0.0,0.0,1.0,41.26660650909937
0.076085229,8.790120315,4.296077892,0.000302488,09/04/2023 14:00,03/04/2024 12:00,35.0,5.0,0,0 days,975,03/04/2024 12:00,32.066772,293.97546,-0.87957764,2.3547516,2.513665038,290.482324,0.0,0.0,1.0,41.26660650909937
0.128649535,8.371582911,1.864309632,0.000298972,09/04/2023 15:00,03/04/2024 12:00,34.75,4.5,0,0 days,975,03/04/2024 12:00,31.894897,295.16296,-1.4147339,2.1115875,2.541706863,303.8215285,0.0,0.0,1.0,41.26660650909937
0.173138122,7.361576509,2.263322711,0.000294685,09/04/2023 16:00,03/04/2024 12:00,34.75,4.75,0,0 days,975,03/04/2024 12:00,34.20349,294.1239,-1.4586792,2.596939,2.978562938,299.3225626,0.0,0.0,1.0,41.26660650909937
0.063490162,10.79433922,4.314047385,0.000194931,09/04/2023 17:00,03/04/2024 12:00,34.75,5.0,0,0 days,975,03/04/2024 12:00,33.51599,293.7821,-1.2067261,2.3703766,2.659863362,296.9800181,0.0,0.0,1.0,41.26660650909937
0.035288141,10.68937481,9.911719149,0.000205274,09/04/2023 18:00,03/04/2024 12:00,34.5,4.5,0,0 days,975,03/04/2024 12:00,32.574585,294.57312,-1.7965698,2.3889313,2.98908946,306.9445977,0.0,0.0,1.0,41.26660650909937
0.021706114,11.39725526,14.95120196,0.000210511,09/04/2023 19:00,03/04/2024 12:00,34.5,4.75,0,0 days,975,03/04/2024 12:00,33.10193,294.42078,-1.8151245,2.039322,2.730111934,311.671088,0.0,0.0,1.0,41.26660650909937
0.088555297,9.837472218,4.474538409,0.000199303,09/04/2023 20:00,03/04/2024 12:00,34.5,5.0,0,0 days,975,03/04/2024 12:00,32.77771,293.98718,-1.7750854,1.71315,2.466943676,316.0172089,0.0,0.0,1.0,41.26660650909937
0.081826623,10.76028973,4.314545698,0.000195903,09/04/2023 21:00,03/04/2024 12:00,34.25,4.5,0,0 days,975,03/04/2024 12:00,31.59021,294.7821,-2.1256714,1.4690094,2.583886127,325.3524172,0.0,0.0,1.0,41.26660650909937
0.127607112,8.982551939,3.393093484,0.000201694,09/04/2023 22:00,03/04/2024 12:00,34.25,4.75,0,0 days,975,03/04/2024 12:00,32.191772,295.0946,-2.260437,1.1877594,2.553497175,332.280065,0.0,0.0,1.0,41.26660650909937
0.110608791,9.454916015,2.902266264,0.000199569,09/04/2023 23:00,03/04/2024 12:00,34.25,5.0,0,0 days,975,03/04/2024 12:00,33.023804,294.48718,-2.4352417,1.1174469,2.679382338,335.3512718,0.0,0.0,1.0,41.26660650909937
0.080524817,9.358290115,3.570750463,0.000201456,10/04/2023 00:00,03/04/2024 12:00,34.0,4.5,0,0 days,975,03/04/2024 12:00,29.922241,295.09656,-2.2545776,0.7951813,2.390697274,340.5724396,0.0,0.0,1.0,41.26660650909937
0.291195515,8.841371113,1.46056852,0.00020023,10/04/2023 01:00,03/04/2024 12:00,34.0,4.75,0,0 days,975,03/04/2024 12:00,30.769897,295.1278,-2.4205933,0.74342346,2.532182925,342.9269961,0.0,0.0,1.0,41.26660650909937
0.140654922,9.089970268,2.912033404,0.00020182,10/04/2023 02:00,03/04/2024 12:00,34.0,5.0,0,0 days,975,03/04/2024 12:00,31.758179,294.70593,-2.5875854,0.6272125,2.662516427,346.3746977,0.0,0.0,1.0,41.26660650909937
0.030761821,8.228625858,11.65383727,0.000298116,10/04/2023 03:00,03/04/2024 13:00,37.0,4.5,0,0 days,975,03/04/2024 13:00,38.82335,288.5525,4.2954865,-0.69403076,4.351193281,170.8219185,127.36629163322384,450.97718304577785,1.0,41.26660650909937
0.07803065,7.756498419,4.930193165,0.000299617,10/04/2023 04:00,03/04/2024 13:00,37.0,4.75,0,0 days,975,03/04/2024 13:00,38.034286,288.6892,4.0161896,-1.2272339,4.199509727,163.0083305,118.64103778125939,435.25601936611116,1.0,41.26660650909937
0.133945927,8.028285818,1.980202325,0.000300833,10/04/2023 05:00,03/04/2024 13:00,37.0,5.0,0,0 days,975,03/04/2024 13:00,36.95616,288.6228,3.591385,-1.9616089,4.092182266,151.3567016,112.65427882057088,424.132119976593,1.0,41.26660650909937
0.175006905,6.883274674,1.685079842,0.000298486,10/04/2023 06:00,03/04/2024 13:00,36.75,4.5,0,0 days,975,03/04/2024 13:00,46.71788,290.44897,2.367752,-1.5036011,2.804829015,147.5830976,0.0,0.0,1.0,41.26660650909937
0.010881766,7.556912055,27.74777199,0.00030221,10/04/2023 07:00,03/04/2024 13:00,36.75,4.75,0,0 days,975,03/04/2024 13:00,45.90538,290.8064,1.6206818,-1.6901245,2.34160849,133.7984225,0.0,0.0,1.0,41.26660650909937
0.025596893,8.773486301,14.48393643,0.00029741,10/04/2023 08:00,03/04/2024 13:00,36.75,5.0,0,0 days,975,03/04/2024 13:00,53.13585,290.04077,0.68122864,-2.588562,2.676700523,104.7441448,0.0,0.0,1.0,41.26660650909937
0.029553641,6.841891584,11.9086937,0.00030286,10/04/2023 09:00,03/04/2024 13:00,36.5,4.5,0,0 days,975,03/04/2024 13:00,41.753036,293.5896,0.6490021,-1.7164917,1.835087868,110.7115056,0.0,0.0,1.0,41.26660650909937
0.026659984,7.557046186,14.30252712,0.000301241,10/04/2023 10:00,03/04/2024 13:00,36.5,4.75,0,0 days,975,03/04/2024 13:00,41.319443,293.99194,0.0493927,-1.6530151,1.653752871,91.71150975,0.0,0.0,1.0,41.26660650909937
0.090027092,7.21526129,3.026661595,0.000304881,10/04/2023 11:00,03/04/2024 13:00,36.5,5.0,0,0 days,975,03/04/2024 13:00,52.741318,292.85913,-0.78263855,-2.3395386,2.466974658,71.50352653,0.0,0.0,1.0,41.26660650909937
0.007673825,7.037823444,47.61830947,0.000294697,10/04/2023 12:00,03/04/2024 13:00,36.25,4.5,0,0 days,975,03/04/2024 13:00,31.522568,295.90405,0.5630646,-1.4752808,1.579080486,110.8901578,0.0,0.0,1.0,41.26660650909937
0.016982101,7.290457703,15.69824363,0.00029889,10/04/2023 13:00,03/04/2024 13:00,36.25,4.75,0,0 days,975,03/04/2024 13:00,31.003036,296.0525,0.48493958,-1.6090698,1.680557056,106.771695,0.0,0.0,1.0,41.26660650909937
0.061484399,7.489871008,6.575171267,0.000298729,10/04/2023 14:00,03/04/2024 13:00,36.25,5.0,0,0 days,975,03/04/2024 13:00,34.995224,295.50366,0.12068176,-1.7116089,1.715858128,94.03312424,0.0,0.0,1.0,41.26660650909937
0.051816634,98.89545474,0.472424314,-2.12e-06,10/04/2023 15:00,03/04/2024 13:00,36.0,4.5,0,0 days,975,03/04/2024 13:00,27.034286,297.09937,0.5865021,-0.5504761,0.804368479,136.8148522,0.0,0.0,1.0,41.26660650909937
0.177656341,82.1215544,0.612024578,-4.72e-06,10/04/2023 16:00,03/04/2024 13:00,36.0,4.75,0,0 days,975,03/04/2024 13:00,29.706161,296.8728,0.5913849,-1.0192261,1.178370885,120.1235653,0.0,0.0,1.0,41.26660650909937
0.229696668,50.08052437,1.072892041,-2.7e-06,10/04/2023 17:00,03/04/2024 13:00,36.0,5.0,0,0 days,975,03/04/2024 13:00,31.34288,296.6443,0.35798645,-1.0475464,1.107026539,108.8672492,0.0,0.0,1.0,41.26660650909937
0.083628705,43.25457953,2.925193526,2.81e-06,10/04/2023 18:00,03/04/2024 13:00,35.75,4.5,0,0 days,975,03/04/2024 13:00,25.014755,296.72827,0.18415833,1.255188,1.268625715,261.6532445,0.0,0.0,1.0,41.26660650909937
0.029132267,42.99492362,7.665309611,2.05e-06,10/04/2023 19:00,03/04/2024 13:00,35.75,4.75,0,0 days,975,03/04/2024 13:00,27.174911,296.60913,0.38435364,1.333313,1.387606312,253.9193353,0.0,0.0,1.0,41.26660650909937
0.133992197,32.32076862,1.564847203,3.77e-06,10/04/2023 20:00,03/04/2024 13:00,35.75,5.0,0,0 days,975,03/04/2024 13:00,29.65538,296.40015,0.41755676,1.3342896,1.398099562,252.6228478,0.0,0.0,1.0,41.26660650909937
0.048420172,30.64103706,4.88454014,-4.52e-06,10/04/2023 21:00,03/04/2024 13:00,35.5,4.5,0,0 days,975,03/04/2024 13:00,26.635849,295.865,-0.7924042,0.8792114,1.18360344,312.0272935,0.0,0.0,1.0,41.26660650909937
0.032491456,30.63423519,8.869844986,0.00010039,10/04/2023 22:00,03/04/2024 13:00,35.5,4.75,0,0 days,975,03/04/2024 13:00,27.256943,295.71655,-0.16740417,1.8782349,1.88568038,275.093226,0.0,0.0,1.0,41.26660650909937
0.354011423,33.30656371,1.199218363,9.34e-05,10/04/2023 23:00,03/04/2024 13:00,35.5,5.0,0,0 days,975,03/04/2024 13:00,28.956161,295.41772,0.437088,2.355774,2.395979353,259.4889232,0.0,0.0,1.0,41.26660650909937
0.280169707,23.76903697,0.509870096,9.53e-05,11/04/2023 00:00,03/04/2024 13:00,35.25,4.5,0,0 days,975,03/04/2024 13:00,26.585068,296.16772,-1.4017792,-0.8825073,1.656443196,32.19297022,0.0,0.0,1.0,41.26660650909937
0.133758917,22.0878452,2.383961104,9.78e-05,11/04/2023 01:00,03/04/2024 13:00,35.25,4.75,0,0 days,975,03/04/2024 13:00,28.272568,295.51147,-0.81388855,0.47686768,0.943301307,329.6334186,0.0,0.0,1.0,41.26660650909937
0.301576661,18.00547392,1.300705939,9.6e-05,11/04/2023 02:00,03/04/2024 13:00,35.25,5.0,0,0 days,975,03/04/2024 13:00,29.440536,295.06226,0.08943176,1.2825317,1.285645986,266.0111851,0.0,0.0,1.0,41.26660650909937
0.067789566,18.12164612,5.893118918,9.96e-05,11/04/2023 03:00,03/04/2024 13:00,35.0,4.5,0,0 days,975,03/04/2024 13:00,27.213974,296.6443,-1.4584198,-0.21160889,1.473691499,8.255697745,0.0,0.0,1.0,41.26660650909937
0.017464591,17.38238259,22.39778835,9.64e-05,11/04/2023 04:00,03/04/2024 13:00,35.0,4.75,0,0 days,975,03/04/2024 13:00,29.385849,295.58765,-1.1312714,0.9680786,1.488942966,319.4449439,0.0,0.0,1.0,41.26660650909937
0.060409373,17.21979412,5.19525702,9.59e-05,11/04/2023 05:00,03/04/2024 13:00,35.0,5.0,0,0 days,975,03/04/2024 13:00,29.327255,295.2224,-0.297287,1.4495239,1.47969561,281.590232,0.0,0.0,1.0,41.26660650909937
0.033558126,16.76777514,11.23633433,9.89e-05,11/04/2023 06:00,03/04/2024 13:00,34.75,4.5,0,0 days,975,03/04/2024 13:00,29.838974,296.2185,-1.5824432,1.8157349,2.408530612,311.0726927,0.0,0.0,1.0,41.26660650909937
0.019401301,17.48452853,16.59776005,9.59e-05,11/04/2023 07:00,03/04/2024 13:00,34.75,4.75,0,0 days,975,03/04/2024 13:00,31.413193,295.36304,-1.2425995,2.1350708,2.470340227,300.1991705,0.0,0.0,1.0,41.26660650909937
0.08881152,6.658902521,4.28749415,0.000296761,11/04/2023 08:00,03/04/2024 13:00,34.75,5.0,0,0 days,975,03/04/2024 13:00,30.643661,295.07788,-0.5970917,1.9124146,2.003459034,287.3393428,0.0,0.0,1.0,41.26660650909937
