time,latitude,longitude,number,step,isobaricInhPa,valid_time,r,t,u,v,speed,direction
01/04/2024 00:00,37,4.5,0,0 days,975,01/04/2024 00:00,69.15523,288.4839,10.761688,2.6325073,11.07899017,193.7456749
01/04/2024 00:00,37,4.75,0,0 days,975,01/04/2024 00:00,66.10835,288.9292,12.064423,1.0963745,12.114138,185.1925861
01/04/2024 00:00,37,5,0,0 days,975,01/04/2024 00:00,61.22554,289.4292,13.713837,-0.86065674,13.74081713,176.4089254
01/04/2024 00:00,36.75,4.5,0,0 days,975,01/04/2024 00:00,71.48726,288.8921,3.9872742,1.2125854,4.167579501,196.9152441
01/04/2024 00:00,36.75,4.75,0,0 days,975,01/04/2024 00:00,66.616165,289.6089,4.599579,0.3805542,4.615295058,184.7296938
01/04/2024 00:00,36.75,5,0,0 days,975,01/04/2024 00:00,59.530228,290.13428,5.165985,-0.8245239,5.231370822,170.9317171
01/04/2024 00:00,36.5,4.5,0,0 days,975,01/04/2024 00:00,66.0771,290.10693,0.32125854,-0.61065674,0.690006307,117.7482721
01/04/2024 00:00,36.5,4.75,0,0 days,975,01/04/2024 00:00,58.623978,291.07373,0.02243042,-0.74542236,0.745759759,91.72356075
01/04/2024 00:00,36.5,5,0,0 days,975,01/04/2024 00:00,52.866165,291.6128,-0.50686646,-0.8274536,0.970357186,58.50995615
01/04/2024 00:00,36.25,4.5,0,0 days,975,01/04/2024 00:00,53.02632,292.30615,0.6161804,-1.1760864,1.327726442,117.6511414
01/04/2024 00:00,36.25,4.75,0,0 days,975,01/04/2024 00:00,46.16304,293.4214,0.39157104,-1.0549927,1.125316612,110.3629092
01/04/2024 00:00,36.25,5,0,0 days,975,01/04/2024 00:00,42.791946,294.16553,-0.08792114,-0.98760986,0.991515689,84.91270242
01/04/2024 00:00,36,4.5,0,0 days,975,01/04/2024 00:00,36.842728,295.50732,-0.19534302,-1.045227,1.063324211,79.41408296
01/04/2024 00:00,36,4.75,0,0 days,975,01/04/2024 00:00,36.498978,296.13428,0.063446045,-0.20147705,0.211230685,107.4794533
01/04/2024 00:00,36,5,0,0 days,975,01/04/2024 00:00,37.50679,296.33154,0.09274292,0.21258545,0.231934954,246.4301934
01/04/2024 00:00,35.75,4.5,0,0 days,975,01/04/2024 00:00,26.97554,297.79053,0.3486023,0.71258545,0.793285313,243.931763
01/04/2024 00:00,35.75,4.75,0,0 days,975,01/04/2024 00:00,29.791946,297.86084,-0.21780396,1.8532104,1.865965528,276.7031036
01/04/2024 00:00,35.75,5,0,0 days,975,01/04/2024 00:00,32.686478,297.22998,-0.32522583,2.3551636,2.377512865,277.8622819
01/04/2024 00:00,35.5,4.5,0,0 days,975,01/04/2024 00:00,25.752884,298.38623,2.0800476,3.3102417,3.909513797,237.8560895
01/04/2024 00:00,35.5,4.75,0,0 days,975,01/04/2024 00:00,25.620071,298.55615,0.15524292,3.9645386,3.967576927,267.7575645
01/04/2024 00:00,35.5,5,0,0 days,975,01/04/2024 00:00,26.811478,297.99365,-1.0400696,3.7369995,3.879034678,285.5527764
01/04/2024 00:00,35.25,4.5,0,0 days,975,01/04/2024 00:00,26.72554,298.48975,2.608368,4.4987183,5.200197108,239.8947362
01/04/2024 00:00,35.25,4.75,0,0 days,975,01/04/2024 00:00,25.252884,298.88818,1.2919617,5.1696167,5.328611626,255.9683722
01/04/2024 00:00,35.25,5,0,0 days,975,01/04/2024 00:00,25.616165,298.72803,-0.31741333,4.381531,4.393013217,274.1434671
01/04/2024 00:00,35,4.5,0,0 days,975,01/04/2024 00:00,29.096634,297.90186,2.3476257,4.521179,5.094350398,242.5593692
01/04/2024 00:00,35,4.75,0,0 days,975,01/04/2024 00:00,27.206009,298.4995,2.1962585,5.1325073,5.582668052,246.8333647
01/04/2024 00:00,35,5,0,0 days,975,01/04/2024 00:00,26.405228,298.71826,1.445282,4.258484,4.497057487,251.2533603
01/04/2024 00:00,34.75,4.5,0,0 days,975,01/04/2024 00:00,30.377884,297.4038,2.523407,3.4401245,4.266384824,233.7391334
01/04/2024 00:00,34.75,4.75,0,0 days,975,01/04/2024 00:00,27.647415,298.06787,2.6152039,3.6364136,4.479151182,234.2773996
01/04/2024 00:00,34.75,5,0,0 days,975,01/04/2024 00:00,25.420853,298.4663,2.9423523,3.7946167,4.801723957,232.2099387
01/04/2024 00:00,34.5,4.5,0,0 days,975,01/04/2024 00:00,28.901321,297.91162,3.3730164,2.9557495,4.484829399,221.2278459
01/04/2024 00:00,34.5,4.75,0,0 days,975,01/04/2024 00:00,26.709915,298.0288,3.5107117,3.2350464,4.773952435,222.6599109
01/04/2024 00:00,34.5,5,0,0 days,975,01/04/2024 00:00,24.393509,297.8042,4.24704,4.4733276,6.168306784,226.4864529
01/04/2024 00:00,34.25,4.5,0,0 days,975,01/04/2024 00:00,27.471634,298.4038,3.9189148,4.04364,5.631067187,225.8974058
01/04/2024 00:00,34.25,4.75,0,0 days,975,01/04/2024 00:00,26.112259,298.26904,3.8749695,4.3551636,5.829480132,228.3391852
01/04/2024 00:00,34.25,5,0,0 days,975,01/04/2024 00:00,24.338821,297.396,4.246063,5.2643433,6.763309943,231.111383
01/04/2024 00:00,34,4.5,0,0 days,975,01/04/2024 00:00,26.13179,298.51514,4.3193054,5.121765,6.699916108,229.8582738
01/04/2024 00:00,34,4.75,0,0 days,975,01/04/2024 00:00,25.366165,298.85693,4.1269226,4.972351,6.461870055,230.3082051
01/04/2024 00:00,34,5,0,0 days,975,01/04/2024 00:00,24.588821,297.9038,4.0380554,4.8981323,6.348038393,230.4975853
01/04/2024 01:00,37,4.5,0,0 days,975,01/04/2024 01:00,67.353836,288.60645,10.325989,2.9882202,10.74967482,196.1398237
01/04/2024 01:00,37,4.75,0,0 days,975,01/04/2024 01:00,65.27571,288.90332,10.982239,1.8182983,11.13174659,189.4010177
01/04/2024 01:00,37,5,0,0 days,975,01/04/2024 01:00,61.865555,289.12598,11.715637,0.3583374,11.72111582,181.7519168
01/04/2024 01:00,36.75,4.5,0,0 days,975,01/04/2024 01:00,72.59212,288.88184,3.6541138,1.4511108,3.931700677,201.6588695
01/04/2024 01:00,36.75,4.75,0,0 days,975,01/04/2024 01:00,68.21712,289.4502,3.994934,0.6845093,4.053153173,189.7228897
01/04/2024 01:00,36.75,5,0,0 days,975,01/04/2024 01:00,62.33821,289.6963,3.7703247,-0.11236572,3.771998727,178.2929384
01/04/2024 01:00,36.5,4.5,0,0 days,975,01/04/2024 01:00,71.771805,289.53613,0.38067627,-0.6699829,0.770578684,119.6047202
01/04/2024 01:00,36.5,4.75,0,0 days,975,01/04/2024 01:00,64.25618,290.3662,-0.055847168,-0.83306885,0.834938689,86.16475095
01/04/2024 01:00,36.5,5,0,0 days,975,01/04/2024 01:00,58.71321,290.7373,-0.93573,-0.65338135,1.141270267,34.92499541
01/04/2024 01:00,36.25,4.5,0,0 days,975,01/04/2024 01:00,59.16243,291.333,0.3201294,-1.2647095,1.304596854,104.204628
01/04/2024 01:00,36.25,4.75,0,0 days,975,01/04/2024 01:00,51.283524,292.3584,-0.34295654,-0.98638916,1.044309707,70.82800532
01/04/2024 01:00,36.25,5,0,0 days,975,01/04/2024 01:00,47.857742,293.02832,-0.5685425,-0.6758423,0.883178005,49.92826389
01/04/2024 01:00,36,4.5,0,0 days,975,01/04/2024 01:00,41.873367,294.5127,-0.7501831,-1.0947876,1.327152807,55.57982435
01/04/2024 01:00,36,4.75,0,0 days,975,01/04/2024 01:00,40.11946,295.25293,-1.06073,-0.06451416,1.062690082,3.480472278
01/04/2024 01:00,36,5,0,0 days,975,01/04/2024 01:00,40.670242,295.43848,-0.5314331,0.5145874,0.739744099,315.9226436
01/04/2024 01:00,35.75,4.5,0,0 days,975,01/04/2024 01:00,30.267899,296.60645,0.36309814,-0.15240479,0.393786083,157.23053
01/04/2024 01:00,35.75,4.75,0,0 days,975,01/04/2024 01:00,32.103836,297.13184,-0.6095581,1.1220093,1.276896999,298.5140681
01/04/2024 01:00,35.75,5,0,0 days,975,01/04/2024 01:00,34.21321,296.62402,-0.4923706,1.9891968,2.049227346,283.9025556
01/04/2024 01:00,35.5,4.5,0,0 days,975,01/04/2024 01:00,28.310867,296.78027,2.9588013,1.4481812,3.294197007,206.0793731
01/04/2024 01:00,35.5,4.75,0,0 days,975,01/04/2024 01:00,27.650711,297.5869,0.736145,2.4325562,2.54150332,253.1630306
01/04/2024 01:00,35.5,5,0,0 days,975,01/04/2024 01:00,27.955399,297.26074,-0.6954956,3.0097046,3.0890186,283.0117572
01/04/2024 01:00,35.25,4.5,0,0 days,975,01/04/2024 01:00,29.127274,297.13965,3.727356,2.6542358,4.575822378,215.4545211
01/04/2024 01:00,35.25,4.75,0,0 days,975,01/04/2024 01:00,27.353836,297.96387,2.1345825,3.7138062,4.283549806,240.1110247
01/04/2024 01:00,35.25,5,0,0 days,975,01/04/2024 01:00,27.150711,297.90723,0.016418457,3.6610718,3.661108615,269.7430528
01/04/2024 01:00,35,4.5,0,0 days,975,01/04/2024 01:00,31.314774,297.14746,3.062317,3.2040405,4.432116981,226.295613
01/04/2024 01:00,35,4.75,0,0 days,975,01/04/2024 01:00,29.013992,297.75293,2.7576294,4.039978,4.891415148,235.6831313
01/04/2024 01:00,35,5,0,0 days,975,01/04/2024 01:00,27.920242,297.87988,1.5662231,3.5849,3.912104652,246.3997477
01/04/2024 01:00,34.75,4.5,0,0 days,975,01/04/2024 01:00,32.420242,296.72754,3.0232544,2.6034546,3.989742225,220.7331584
01/04/2024 01:00,34.75,4.75,0,0 days,975,01/04/2024 01:00,29.38118,297.26855,3.0759888,2.908142,4.233083627,223.3933519
01/04/2024 01:00,34.75,5,0,0 days,975,01/04/2024 01:00,27.072586,297.55762,3.1726685,3.189392,4.498671664,225.150609
01/04/2024 01:00,34.5,4.5,0,0 days,975,01/04/2024 01:00,30.346024,297.13574,3.8601685,2.4403687,4.566869851,212.300758
01/04/2024 01:00,34.5,4.75,0,0 days,975,01/04/2024 01:00,28.189774,297.2002,3.9822388,2.7626343,4.846686924,214.7505531
01/04/2024 01:00,34.5,5,0,0 days,975,01/04/2024 01:00,25.91243,296.917,4.7976685,3.8866577,6.174441765,219.0114112
01/04/2024 01:00,34.25,4.5,0,0 days,975,01/04/2024 01:00,28.748367,297.69824,4.327942,3.6386108,5.654252427,220.054619
01/04/2024 01:00,34.25,4.75,0,0 days,975,01/04/2024 01:00,27.330399,297.5127,4.276184,3.9110718,5.79501788,222.4465758
01/04/2024 01:00,34.25,5,0,0 days,975,01/04/2024 01:00,25.400711,296.65918,4.8338013,4.7304077,6.763312207,224.3806298
01/04/2024 01:00,34,4.5,0,0 days,975,01/04/2024 01:00,27.00618,297.91504,4.7283325,4.8690796,6.787124898,225.8401887
01/04/2024 01:00,34,4.75,0,0 days,975,01/04/2024 01:00,26.021805,298.2881,4.5652466,4.626892,6.4999697,225.3842379
01/04/2024 01:00,34,5,0,0 days,975,01/04/2024 01:00,25.236649,297.4795,4.4539185,4.520447,6.346009067,225.4247356
01/04/2024 02:00,37,4.5,0,0 days,975,01/04/2024 02:00,66.66481,288.57788,11.499359,1.9728241,11.66736013,189.734865
01/04/2024 02:00,37,4.75,0,0 days,975,01/04/2024 02:00,65.63747,288.88257,11.391937,1.1808319,11.45297309,185.9178632
01/04/2024 02:00,37,5,0,0 days,975,01/04/2024 02:00,63.25856,289.0017,11.429047,0.104660034,11.4295262,180.5246641
01/04/2024 02:00,36.75,4.5,0,0 days,975,01/04/2024 02:00,74.53981,288.8318,3.9397888,1.3273163,4.157367478,198.61869
01/04/2024 02:00,36.75,4.75,0,0 days,975,01/04/2024 02:00,70.805435,289.31616,4.1106873,0.73161316,4.175285367,190.091735
01/04/2024 02:00,36.75,5,0,0 days,975,01/04/2024 02:00,64.94997,289.38647,3.7835388,0.023605347,3.783612436,180.3574614
01/04/2024 02:00,36.5,4.5,0,0 days,975,01/04/2024 02:00,77.53981,289.08374,0.36068726,-0.32112122,0.482922496,138.3212076
01/04/2024 02:00,36.5,4.75,0,0 days,975,01/04/2024 02:00,70.461685,289.73608,0.24838257,-0.6463165,0.692400837,111.0220103
01/04/2024 02:00,36.5,5,0,0 days,975,01/04/2024 02:00,64.18434,289.98804,-0.49673462,-0.6502228,0.818251167,52.62215325
01/04/2024 02:00,36.25,4.5,0,0 days,975,01/04/2024 02:00,66.910904,290.3318,0.77182007,-1.3250275,1.533428869,120.2205271
01/04/2024 02:00,36.25,4.75,0,0 days,975,01/04/2024 02:00,57.71559,291.4021,0.22201538,-1.2371368,1.256900271,100.1739488
01/04/2024 02:00,36.25,5,0,0 days,975,01/04/2024 02:00,52.824966,292.1521,-0.35708618,-0.794754,0.871288965,65.80542406
01/04/2024 02:00,36,4.5,0,0 days,975,01/04/2024 02:00,49.69606,292.99194,0.09408569,-1.5164337,1.519349625,93.55031134
01/04/2024 02:00,36,4.75,0,0 days,975,01/04/2024 02:00,44.12184,294.3806,-0.58657837,-0.50471497,0.773829041,40.70999047
01/04/2024 02:00,36,5,0,0 days,975,01/04/2024 02:00,43.203873,294.87476,-0.64907837,0.45915222,0.795061942,324.7247541
01/04/2024 02:00,35.75,4.5,0,0 days,975,01/04/2024 02:00,37.344498,294.46655,1.6995544,-1.0789337,2.013102851,147.5912605
01/04/2024 02:00,35.75,4.75,0,0 days,975,01/04/2024 02:00,34.606216,296.0974,0.014984131,0.4620819,0.462324785,268.1426956
01/04/2024 02:00,35.75,5,0,0 days,975,01/04/2024 02:00,36.055435,296.14038,-0.41763306,1.7111053,1.761334358,283.7161356
01/04/2024 02:00,35.5,4.5,0,0 days,975,01/04/2024 02:00,35.469498,294.06226,4.8440857,-0.21076965,4.848668901,177.5085909
01/04/2024 02:00,35.5,4.75,0,0 days,975,01/04/2024 02:00,30.086685,296.07007,1.9212341,1.2013397,2.265912077,212.0175708
01/04/2024 02:00,35.5,5,0,0 days,975,01/04/2024 02:00,29.629654,296.4685,-0.2574768,2.243332,2.258059513,276.5474317
01/04/2024 02:00,35.25,4.5,0,0 days,975,01/04/2024 02:00,35.055435,294.7478,5.2845154,0.6075897,5.319329681,186.5588099
01/04/2024 02:00,35.25,4.75,0,0 days,975,01/04/2024 02:00,30.03981,296.5349,3.285492,1.8820038,3.786343353,209.8050528
01/04/2024 02:00,35.25,5,0,0 days,975,01/04/2024 02:00,28.91481,297.02124,0.4300232,2.4718475,2.508973897,260.131118
01/04/2024 02:00,35,4.5,0,0 days,975,01/04/2024 02:00,34.250748,295.97437,3.6497498,1.3136444,3.878960584,199.7951861
01/04/2024 02:00,35,4.75,0,0 days,975,01/04/2024 02:00,31.66481,296.92554,3.1341248,2.1300507,3.789439833,214.2012716
01/04/2024 02:00,35,5,0,0 days,975,01/04/2024 02:00,30.114029,297.07788,1.5110779,2.2198944,2.685384063,235.7569557
01/04/2024 02:00,34.75,4.5,0,0 days,975,01/04/2024 02:00,34.531998,296.26343,3.1526794,1.2404022,3.387917504,201.47685
01/04/2024 02:00,34.75,4.75,0,0 days,975,01/04/2024 02:00,31.520279,296.6853,3.1282654,1.6417694,3.532909732,207.691289
01/04/2024 02:00,34.75,5,0,0 days,975,01/04/2024 02:00,28.723404,296.73413,3.0003357,2.0441132,3.630483864,214.2664021
01/04/2024 02:00,34.5,4.5,0,0 days,975,01/04/2024 02:00,32.180435,296.54468,4.0364685,1.432785,4.283217343,199.5428288
01/04/2024 02:00,34.5,4.75,0,0 days,975,01/04/2024 02:00,29.578873,296.46265,4.155609,1.9532928,4.591779494,205.1752926
01/04/2024 02:00,34.5,5,0,0 days,975,01/04/2024 02:00,27.172623,296.08765,4.9183044,2.9825897,5.752004824,211.2337291
01/04/2024 02:00,34.25,4.5,0,0 days,975,01/04/2024 02:00,29.703873,297.031,4.599945,2.9337616,5.455863921,212.528993
01/04/2024 02:00,34.25,4.75,0,0 days,975,01/04/2024 02:00,28.348404,296.79858,4.436859,3.2198944,5.48210158,215.9689488
01/04/2024 02:00,34.25,5,0,0 days,975,01/04/2024 02:00,26.528091,296.03882,4.9476013,3.9474335,6.329375156,218.5845439
01/04/2024 02:00,34,4.5,0,0 days,975,01/04/2024 02:00,27.672623,297.32788,5.055023,4.6456757,6.865534228,222.5836827
01/04/2024 02:00,34,4.75,0,0 days,975,01/04/2024 02:00,26.60231,297.7732,4.778656,4.302902,6.430436905,222.0011972
01/04/2024 02:00,34,5,0,0 days,975,01/04/2024 02:00,25.781998,297.28882,4.5188904,4.078293,6.08710475,222.066213
01/04/2024 03:00,37,4.5,0,0 days,975,01/04/2024 03:00,65.67325,288.08545,12.762207,0.7809601,12.78607939,183.5017447
01/04/2024 03:00,37,4.75,0,0 days,975,01/04/2024 03:00,65.47012,288.47998,12.54541,-0.00907898,12.54541329,179.9585357
01/04/2024 03:00,37,5,0,0 days,975,01/04/2024 03:00,64.02872,288.6792,12.284668,-0.9348602,12.32018796,175.6481931
01/04/2024 03:00,36.75,4.5,0,0 days,975,01/04/2024 03:00,76.017,288.53857,4.5620117,0.6862335,4.613335796,188.5544917
01/04/2024 03:00,36.75,4.75,0,0 days,975,01/04/2024 03:00,73.017,289.0581,4.449707,0.3454132,4.463093396,184.4387439
01/04/2024 03:00,36.75,5,0,0 days,975,01/04/2024 03:00,67.270905,289.0581,3.9233398,0.007522583,3.923347012,180.1098584
01/04/2024 03:00,36.5,4.5,0,0 days,975,01/04/2024 03:00,82.02872,288.78662,0.1772461,-0.116500854,0.212105231,146.6837604
01/04/2024 03:00,36.5,4.75,0,0 days,975,01/04/2024 03:00,75.864655,289.271,0.005371094,-0.24931335,0.249371199,91.23416339
01/04/2024 03:00,36.5,5,0,0 days,975,01/04/2024 03:00,68.80997,289.3745,-0.57373047,-0.17314148,0.599286763,16.79286449
01/04/2024 03:00,36.25,4.5,0,0 days,975,01/04/2024 03:00,74.39981,289.54053,0.66748047,-1.1018524,1.288258083,121.2066551
01/04/2024 03:00,36.25,4.75,0,0 days,975,01/04/2024 03:00,65.634186,290.31787,0.42138672,-1.337204,1.402027569,107.4909546
01/04/2024 03:00,36.25,5,0,0 days,975,01/04/2024 03:00,59.71231,290.9624,0.1381836,-1.2776337,1.285084658,96.17288072
01/04/2024 03:00,36,4.5,0,0 days,975,01/04/2024 03:00,59.356842,291.32764,0.4321289,-1.6555634,1.711030554,104.628741
01/04/2024 03:00,36,4.75,0,0 days,975,01/04/2024 03:00,50.583405,292.82568,0.03857422,-1.2659149,1.266502469,91.7453435
01/04/2024 03:00,36,5,0,0 days,975,01/04/2024 03:00,47.227936,293.68115,0.006347656,-0.5364227,0.536460256,90.67796709
01/04/2024 03:00,35.75,4.5,0,0 days,975,01/04/2024 03:00,48.966217,292.1167,2.6557617,-1.8469696,3.234867371,145.183025
01/04/2024 03:00,35.75,4.75,0,0 days,975,01/04/2024 03:00,40.095123,294.187,1.2182617,-0.6233368,1.368470071,152.9029522
01/04/2024 03:00,35.75,5,0,0 days,975,01/04/2024 03:00,37.61856,295.19873,0.41748047,0.93330383,1.022421626,245.9003329
01/04/2024 03:00,35.5,4.5,0,0 days,975,01/04/2024 03:00,51.31778,291.03467,6.26709,-1.6946259,6.492162506,164.8690254
01/04/2024 03:00,35.5,4.75,0,0 days,975,01/04/2024 03:00,38.509186,293.3628,3.979004,-0.22782898,3.985521155,176.7229483
01/04/2024 03:00,35.5,5,0,0 days,975,01/04/2024 03:00,32.157623,295.12646,1.4926758,1.4918976,2.110412162,224.9850607
01/04/2024 03:00,35.25,4.5,0,0 days,975,01/04/2024 03:00,50.700592,291.30615,6.367676,-1.7454071,6.602555837,164.6714736
01/04/2024 03:00,35.25,4.75,0,0 days,975,01/04/2024 03:00,38.36075,293.7046,5.086426,-0.5998993,5.121680254,173.2735395
01/04/2024 03:00,35.25,5,0,0 days,975,01/04/2024 03:00,31.44278,295.66357,2.2563477,0.9499054,2.448147302,202.8307264
01/04/2024 03:00,35,4.5,0,0 days,975,01/04/2024 03:00,41.419342,293.5913,3.8442383,-1.509079,4.129828996,158.56721
01/04/2024 03:00,35,4.75,0,0 days,975,01/04/2024 03:00,35.302155,295.396,3.6020508,-0.9143524,3.716289854,165.7567537
01/04/2024 03:00,35,5,0,0 days,975,01/04/2024 03:00,32.282623,296.32568,2.0092773,0.20674133,2.019885454,185.8746827
01/04/2024 03:00,34.75,4.5,0,0 days,975,01/04/2024 03:00,36.591217,295.4878,2.8041992,-0.9358368,2.956234712,161.5447571
01/04/2024 03:00,34.75,4.75,0,0 days,975,01/04/2024 03:00,33.17325,296.2124,2.9018555,-0.39091492,2.928067591,172.3277555
01/04/2024 03:00,34.75,5,0,0 days,975,01/04/2024 03:00,30.938873,296.16162,2.677246,0.51631165,2.726577317,190.915586
01/04/2024 03:00,34.5,4.5,0,0 days,975,01/04/2024 03:00,34.294342,296.20654,3.8051758,0.17353821,3.809130922,182.6112124
01/04/2024 03:00,34.5,4.75,0,0 days,975,01/04/2024 03:00,31.290436,295.97803,4.1625977,0.8766632,4.253910904,191.8929658
01/04/2024 03:00,34.5,5,0,0 days,975,01/04/2024 03:00,28.669342,295.40576,4.9223633,1.8073273,5.243671655,200.1615478
01/04/2024 03:00,34.25,4.5,0,0 days,975,01/04/2024 03:00,30.606842,296.44287,4.777832,2.1208038,5.227378634,203.9356752
01/04/2024 03:00,34.25,4.75,0,0 days,975,01/04/2024 03:00,29.298248,296.13232,4.7006836,2.40596,5.280631575,207.1048167
01/04/2024 03:00,34.25,5,0,0 days,975,01/04/2024 03:00,27.470123,295.38623,5.275879,2.9958038,6.067103067,209.5892219
01/04/2024 03:00,34,4.5,0,0 days,975,01/04/2024 03:00,27.80606,296.69482,5.5786133,4.0094757,6.869994304,215.7056579
01/04/2024 03:00,34,4.75,0,0 days,975,01/04/2024 03:00,27.134186,297.15967,5.190918,3.734085,6.39445232,215.7293388
01/04/2024 03:00,34,5,0,0 days,975,01/04/2024 03:00,26.313873,296.7749,4.8276367,3.5504913,5.992667568,216.332668
01/04/2024 04:00,37,4.5,0,0 days,975,01/04/2024 04:00,66.308044,287.34326,13.4461975,0.23181152,13.44819556,180.9876775
01/04/2024 04:00,37,4.75,0,0 days,975,01/04/2024 04:00,64.796326,287.75928,13.308502,-0.58654785,13.32142124,177.4764266
01/04/2024 04:00,37,5,0,0 days,975,01/04/2024 04:00,63.17914,287.98975,13.0399475,-1.5240479,13.1287072,173.3337814
01/04/2024 04:00,36.75,4.5,0,0 days,975,01/04/2024 04:00,77.31195,287.94482,5.07901,0.20739746,5.083242694,182.3383299
01/04/2024 04:00,36.75,4.75,0,0 days,975,01/04/2024 04:00,74.12836,288.51318,4.808502,-0.064086914,4.808929051,179.2364166
01/04/2024 04:00,36.75,5,0,0 days,975,01/04/2024 04:00,68.12445,288.5581,4.123932,-0.5377197,4.158840898,172.5711122
01/04/2024 04:00,36.5,4.5,0,0 days,975,01/04/2024 04:00,85.10101,288.45654,0.2850647,-0.18127441,0.337819915,147.5474664
01/04/2024 04:00,36.5,4.75,0,0 days,975,01/04/2024 04:00,79.57367,288.85498,-0.036224365,-0.040649414,0.054447952,48.29445442
01/04/2024 04:00,36.5,5,0,0 days,975,01/04/2024 04:00,72.608826,288.85693,-0.7120056,-0.030883789,0.712675089,2.483691509
01/04/2024 04:00,36.25,4.5,0,0 days,975,01/04/2024 04:00,79.60492,289.09326,0.64346313,-0.90686035,1.111953459,125.3576218
01/04/2024 04:00,36.25,4.75,0,0 days,975,01/04/2024 04:00,71.9057,289.53662,0.43447876,-1.0465088,1.133116261,112.5467448
01/04/2024 04:00,36.25,5,0,0 days,975,01/04/2024 04:00,67.38226,289.8628,0.2586975,-1.1090088,1.138782207,103.1305327
01/04/2024 04:00,36,4.5,0,0 days,975,01/04/2024 04:00,68.077576,290.2124,0.4100647,-1.4674072,1.52362625,105.6129394
01/04/2024 04:00,36,4.75,0,0 days,975,01/04/2024 04:00,58.476013,291.3745,0.16201782,-1.5289307,1.537491092,96.04894832
01/04/2024 04:00,36,5,0,0 days,975,01/04/2024 04:00,54.007263,292.25146,0.34561157,-1.3404541,1.384292076,104.4577873
01/04/2024 04:00,35.75,4.5,0,0 days,975,01/04/2024 04:00,59.331482,290.61475,2.7948303,-1.8980713,3.378424347,145.8181423
01/04/2024 04:00,35.75,4.75,0,0 days,975,01/04/2024 04:00,49.74945,292.2046,2.0213928,-1.2886963,2.397241541,147.4813126
01/04/2024 04:00,35.75,5,0,0 days,975,01/04/2024 04:00,43.007263,293.51123,1.7323303,-0.26818848,1.752967007,171.1996905
01/04/2024 04:00,35.5,4.5,0,0 days,975,01/04/2024 04:00,62.476013,289.521,6.4042053,-1.8804932,6.674586144,163.6359612
01/04/2024 04:00,35.5,4.75,0,0 days,975,01/04/2024 04:00,53.444763,290.7339,5.4325256,-1.0318604,5.529653722,169.2452849
01/04/2024 04:00,35.5,5,0,0 days,975,01/04/2024 04:00,41.940857,292.52686,4.0663147,0.4437256,4.090453233,186.2276063
01/04/2024 04:00,35.25,4.5,0,0 days,975,01/04/2024 04:00,65.94476,289.02686,6.3563538,-2.1021729,6.694950674,161.6999198
01/04/2024 04:00,35.25,4.75,0,0 days,975,01/04/2024 04:00,55.890076,290.3081,6.4042053,-2.0377197,6.720576396,162.3497294
01/04/2024 04:00,35.25,5,0,0 days,975,01/04/2024 04:00,42.13617,292.64014,4.865143,-0.8482666,4.938539525,170.1095636
01/04/2024 04:00,35,4.5,0,0 days,975,01/04/2024 04:00,56.815857,290.5542,3.6991272,-2.5338135,4.483720876,145.589791
01/04/2024 04:00,35,4.75,0,0 days,975,01/04/2024 04:00,46.8432,292.33545,4.099518,-3.3052979,5.266027159,141.1219826
01/04/2024 04:00,35,5,0,0 days,975,01/04/2024 04:00,37.847107,294.25928,3.1678772,-2.5386963,4.059608954,141.29176
01/04/2024 04:00,34.75,4.5,0,0 days,975,01/04/2024 04:00,44.190857,293.35498,2.14151,-2.5426025,3.324288278,130.1057994
01/04/2024 04:00,34.75,4.75,0,0 days,975,01/04/2024 04:00,37.339294,294.78467,2.195221,-2.8082275,3.564426592,128.0151142
01/04/2024 04:00,34.75,5,0,0 days,975,01/04/2024 04:00,33.190857,295.32764,1.9979553,-1.979126,2.812252674,135.2712621
01/04/2024 04:00,34.5,4.5,0,0 days,975,01/04/2024 04:00,36.847107,295.46436,2.9715881,-1.237915,3.219125562,157.3841883
01/04/2024 04:00,34.5,4.75,0,0 days,975,01/04/2024 04:00,33.421326,295.53857,3.4325256,-0.4527588,3.462256854,172.4859189
01/04/2024 04:00,34.5,5,0,0 days,975,01/04/2024 04:00,30.29242,294.9038,4.217682,0.49450684,4.246572555,186.6871771
01/04/2024 04:00,34.25,4.5,0,0 days,975,01/04/2024 04:00,32.390076,295.97803,4.5887756,1.1868896,4.739785694,194.5017735
01/04/2024 04:00,34.25,4.75,0,0 days,975,01/04/2024 04:00,30.765076,295.54053,4.882721,1.8138428,5.208741697,200.3791236
01/04/2024 04:00,34.25,5,0,0 days,975,01/04/2024 04:00,28.183044,294.7124,5.643463,2.4212646,6.1409443,203.2212099
01/04/2024 04:00,34,4.5,0,0 days,975,01/04/2024 04:00,28.151794,296.01123,5.9862366,3.1820068,6.779394951,207.9930478
01/04/2024 04:00,34,4.75,0,0 days,975,01/04/2024 04:00,27.32367,296.43115,5.690338,2.9505615,6.409817448,207.4077014
01/04/2024 04:00,34,5,0,0 days,975,01/04/2024 04:00,26.433044,295.9214,5.3768616,2.893921,6.10617879,208.289915
01/04/2024 05:00,37,4.5,0,0 days,975,01/04/2024 05:00,68.409,286.74878,12.870239,0.6415558,12.88621922,182.8537185
01/04/2024 05:00,37,4.75,0,0 days,975,01/04/2024 05:00,66.65509,287.1101,12.890747,-0.27641296,12.89371019,178.7716096
